Departing_Port,Arriving_Port,Airline,Month_Start,Flights,Departures_Delayed,Arrivals_Delayed
Melbourne,Mildura,QantasLink,2005-05-01,142,14.0,13.0
Melbourne,Newcastle,QantasLink,2005-05-01,73,9.0,11.0
Mildura,Melbourne,QantasLink,2005-05-01,140,15.0,17.0
Newcastle,Brisbane,QantasLink,2005-05-01,100,15.0,21.0
Newcastle,Melbourne,QantasLink,2005-05-01,73,10.0,9.0
Perth,Broome,QantasLink,2005-05-01,34,4.0,4.0
Perth,Kalgoorlie,QantasLink,2005-05-01,35,5.0,3.0
Perth,Karratha,QantasLink,2005-05-01,53,10.0,7.0
Rockhampton,Brisbane,QantasLink,2005-05-01,109,12.0,10.0
Sydney,Albury,QantasLink,2005-05-01,117,23.0,35.0
Sydney,Ballina,QantasLink,2005-05-01,81,16.0,19.0
Sydney,Coffs Harbour,QantasLink,2005-05-01,164,28.0,29.0
Sydney,Dubbo,QantasLink,2005-05-01,129,29.0,25.0
Sydney,Wagga Wagga,QantasLink,2005-05-01,125,24.0,34.0
Wagga Wagga,Sydney,QantasLink,2005-05-01,121,18.0,25.0
Albury,Sydney,Regional Express,2005-05-01,111,9.0,16.0
Ballina,Sydney,Regional Express,2005-05-01,92,8.0,14.0
Burnie,Melbourne,Regional Express,2005-05-01,79,3.0,5.0
Devonport,Melbourne,Regional Express,2005-05-01,31,0.0,1.0
Dubbo,Sydney,Regional Express,2005-05-01,108,17.0,23.0
Melbourne,Burnie,Regional Express,2005-05-01,80,2.0,2.0
Melbourne,Devonport,Regional Express,2005-05-01,31,0.0,1.0
Melbourne,Mildura,Regional Express,2005-05-01,80,1.0,3.0
Mildura,Melbourne,Regional Express,2005-05-01,79,1.0,14.0
Sydney,Albury,Regional Express,2005-05-01,108,13.0,11.0
Sydney,Ballina,Regional Express,2005-05-01,91,5.0,5.0
Sydney,Dubbo,Regional Express,2005-05-01,110,11.0,10.0
Sydney,Wagga Wagga,Regional Express,2005-05-01,116,16.0,35.0
Wagga Wagga,Sydney,Regional Express,2005-05-01,113,10.0,17.0
Broome,Perth,Skywest,2005-05-01,21,2.0,2.0
Kalgoorlie,Perth,Skywest,2005-05-01,45,1.0,1.0
Karratha,Perth,Skywest,2005-05-01,23,1.0,1.0
Perth,Broome,Skywest,2005-05-01,20,2.0,1.0
Perth,Kalgoorlie,Skywest,2005-05-01,45,2.0,2.0
Perth,Karratha,Skywest,2005-05-01,19,1.0,4.0
Adelaide,Alice Springs,Virgin Australia,2005-05-01,18,3.0,1.0
Adelaide,Brisbane,Virgin Australia,2005-05-01,93,4.0,11.0
Adelaide,Canberra,Virgin Australia,2005-05-01,29,1.0,1.0
Adelaide,Gold Coast,Virgin Australia,2005-05-01,31,4.0,6.0
Adelaide,Melbourne,Virgin Australia,2005-05-01,258,10.0,14.0
Adelaide,Perth,Virgin Australia,2005-05-01,31,3.0,5.0
Adelaide,Sydney,Virgin Australia,2005-05-01,155,10.0,12.0
Alice Springs,Adelaide,Virgin Australia,2005-05-01,18,1.0,3.0
Ballina,Sydney,Virgin Australia,2005-05-01,31,5.0,5.0
Brisbane,Adelaide,Virgin Australia,2005-05-01,93,10.0,3.0
Brisbane,Cairns,Virgin Australia,2005-05-01,120,6.0,8.0
Brisbane,Canberra,Virgin Australia,2005-05-01,93,3.0,3.0
Brisbane,Darwin,Virgin Australia,2005-05-01,31,1.0,5.0
Brisbane,Hobart,Virgin Australia,2005-05-01,31,3.0,2.0
Brisbane,Mackay,Virgin Australia,2005-05-01,87,8.0,14.0
Brisbane,Melbourne,Virgin Australia,2005-05-01,301,18.0,14.0
Brisbane,Newcastle,Virgin Australia,2005-05-01,31,1.0,0.0
Brisbane,Perth,Virgin Australia,2005-05-01,31,2.0,3.0
Brisbane,Proserpine,Virgin Australia,2005-05-01,31,4.0,4.0
Brisbane,Rockhampton,Virgin Australia,2005-05-01,89,10.0,8.0
Brisbane,Sydney,Virgin Australia,2005-05-01,489,27.0,26.0
Brisbane,Townsville,Virgin Australia,2005-05-01,98,8.0,8.0
Broome,Perth,Virgin Australia,2005-05-01,31,3.0,7.0
Cairns,Brisbane,Virgin Australia,2005-05-01,120,4.0,1.0
Cairns,Melbourne,Virgin Australia,2005-05-01,53,9.0,11.0
Cairns,Sydney,Virgin Australia,2005-05-01,62,10.0,8.0
Canberra,Adelaide,Virgin Australia,2005-05-01,29,1.0,0.0
Canberra,Brisbane,Virgin Australia,2005-05-01,93,3.0,3.0
Canberra,Melbourne,Virgin Australia,2005-05-01,106,4.0,3.0
Coffs Harbour,Sydney,Virgin Australia,2005-05-01,61,1.0,2.0
Darwin,Brisbane,Virgin Australia,2005-05-01,31,5.0,12.0
Darwin,Melbourne,Virgin Australia,2005-05-01,14,1.0,6.0
Darwin,Sydney,Virgin Australia,2005-05-01,13,1.0,1.0
Gold Coast,Adelaide,Virgin Australia,2005-05-01,31,1.0,0.0
Gold Coast,Melbourne,Virgin Australia,2005-05-01,185,15.0,7.0
Gold Coast,Sydney,Virgin Australia,2005-05-01,283,27.0,21.0
Hobart,Brisbane,Virgin Australia,2005-05-01,31,4.0,5.0
Hobart,Melbourne,Virgin Australia,2005-05-01,120,5.0,3.0
Hobart,Sydney,Virgin Australia,2005-05-01,62,7.0,5.0
Launceston,Melbourne,Virgin Australia,2005-05-01,111,3.0,4.0
Launceston,Sydney,Virgin Australia,2005-05-01,31,3.0,2.0
Mackay,Brisbane,Virgin Australia,2005-05-01,86,9.0,7.0
Melbourne,Adelaide,Virgin Australia,2005-05-01,260,19.0,13.0
Melbourne,Brisbane,Virgin Australia,2005-05-01,300,15.0,31.0
Melbourne,Cairns,Virgin Australia,2005-05-01,53,6.0,7.0
Melbourne,Canberra,Virgin Australia,2005-05-01,106,5.0,6.0
Melbourne,Darwin,Virgin Australia,2005-05-01,13,1.0,1.0
Melbourne,Gold Coast,Virgin Australia,2005-05-01,185,10.0,12.0
Melbourne,Hobart,Virgin Australia,2005-05-01,120,4.0,1.0
Melbourne,Launceston,Virgin Australia,2005-05-01,111,4.0,4.0
Melbourne,Newcastle,Virgin Australia,2005-05-01,30,3.0,5.0
Melbourne,Perth,Virgin Australia,2005-05-01,124,13.0,23.0
Melbourne,Sunshine Coast,Virgin Australia,2005-05-01,62,4.0,6.0
Melbourne,Sydney,Virgin Australia,2005-05-01,688,33.0,51.0
Newcastle,Brisbane,Virgin Australia,2005-05-01,31,0.0,4.0
Newcastle,Melbourne,Virgin Australia,2005-05-01,31,4.0,3.0
Perth,Adelaide,Virgin Australia,2005-05-01,31,8.0,8.0
Perth,Brisbane,Virgin Australia,2005-05-01,31,2.0,16.0
Perth,Broome,Virgin Australia,2005-05-01,31,1.0,2.0
Perth,Melbourne,Virgin Australia,2005-05-01,124,5.0,22.0
Perth,Sydney,Virgin Australia,2005-05-01,93,5.0,18.0
Proserpine,Brisbane,Virgin Australia,2005-05-01,31,4.0,4.0
Rockhampton,Brisbane,Virgin Australia,2005-05-01,88,5.0,4.0
Sunshine Coast,Melbourne,Virgin Australia,2005-05-01,62,5.0,5.0
Sunshine Coast,Sydney,Virgin Australia,2005-05-01,40,3.0,3.0
Sydney,Adelaide,Virgin Australia,2005-05-01,155,12.0,10.0
Sydney,Ballina,Virgin Australia,2005-05-01,31,4.0,4.0
Sydney,Brisbane,Virgin Australia,2005-05-01,487,34.0,41.0
Sydney,Cairns,Virgin Australia,2005-05-01,62,10.0,13.0
Sydney,Coffs Harbour,Virgin Australia,2005-05-01,61,0.0,3.0
Sydney,Darwin,Virgin Australia,2005-05-01,13,0.0,2.0
Sydney,Gold Coast,Virgin Australia,2005-05-01,283,21.0,19.0
Sydney,Hobart,Virgin Australia,2005-05-01,62,2.0,2.0
Sydney,Launceston,Virgin Australia,2005-05-01,31,1.0,1.0
Sydney,Melbourne,Virgin Australia,2005-05-01,689,40.0,36.0
Sydney,Perth,Virgin Australia,2005-05-01,93,9.0,12.0
Sydney,Sunshine Coast,Virgin Australia,2005-05-01,40,2.0,3.0
Sydney,Townsville,Virgin Australia,2005-05-01,31,1.0,1.0
Townsville,Brisbane,Virgin Australia,2005-05-01,98,4.0,4.0
Townsville,Sydney,Virgin Australia,2005-05-01,31,0.0,1.0
Adelaide,Gold Coast,Jetstar,2005-06-01,29,2.0,2.0
Brisbane,Cairns,Jetstar,2005-06-01,60,14.0,25.0
Brisbane,Hobart,Jetstar,2005-06-01,30,10.0,10.0
Brisbane,Mackay,Jetstar,2005-06-01,88,21.0,21.0
Brisbane,Newcastle,Jetstar,2005-06-01,86,25.0,26.0
Brisbane,Proserpine,Jetstar,2005-06-01,30,6.0,8.0
Brisbane,Rockhampton,Jetstar,2005-06-01,30,4.0,5.0
Cairns,Brisbane,Jetstar,2005-06-01,60,32.0,29.0
Cairns,Melbourne,Jetstar,2005-06-01,42,2.0,2.0
Cairns,Sydney,Jetstar,2005-06-01,30,1.0,1.0
Gold Coast,Adelaide,Jetstar,2005-06-01,29,2.0,2.0
Gold Coast,Melbourne,Jetstar,2005-06-01,141,32.0,28.0
Gold Coast,Sydney,Jetstar,2005-06-01,228,21.0,27.0
Hobart,Brisbane,Jetstar,2005-06-01,28,1.0,4.0
Hobart,Melbourne,Jetstar,2005-06-01,118,27.0,24.0
Hobart,Sydney,Jetstar,2005-06-01,75,9.0,12.0
Launceston,Melbourne,Jetstar,2005-06-01,115,25.0,27.0
Launceston,Sydney,Jetstar,2005-06-01,29,3.0,4.0
Mackay,Brisbane,Jetstar,2005-06-01,89,31.0,32.0
Melbourne,Cairns,Jetstar,2005-06-01,43,5.0,2.0
Melbourne,Gold Coast,Jetstar,2005-06-01,145,18.0,27.0
Melbourne,Hobart,Jetstar,2005-06-01,118,14.0,20.0
Melbourne,Launceston,Jetstar,2005-06-01,115,25.0,25.0
Melbourne,Newcastle,Jetstar,2005-06-01,76,19.0,21.0
Melbourne,Sunshine Coast,Jetstar,2005-06-01,60,10.0,13.0
Newcastle,Brisbane,Jetstar,2005-06-01,86,32.0,29.0
Newcastle,Melbourne,Jetstar,2005-06-01,77,18.0,15.0
Proserpine,Brisbane,Jetstar,2005-06-01,30,10.0,9.0
Rockhampton,Brisbane,Jetstar,2005-06-01,30,5.0,5.0
Sunshine Coast,Melbourne,Jetstar,2005-06-01,60,15.0,16.0
Sunshine Coast,Sydney,Jetstar,2005-06-01,84,11.0,8.0
Sydney,Cairns,Jetstar,2005-06-01,30,5.0,5.0
Sydney,Gold Coast,Jetstar,2005-06-01,231,17.0,18.0
Sydney,Hobart,Jetstar,2005-06-01,74,13.0,14.0
Sydney,Launceston,Jetstar,2005-06-01,29,2.0,1.0
Sydney,Sunshine Coast,Jetstar,2005-06-01,84,7.0,10.0
Adelaide,Alice Springs,Qantas,2005-06-01,30,5.0,8.0
Adelaide,Brisbane,Qantas,2005-06-01,90,17.0,18.0
Adelaide,Canberra,Qantas,2005-06-01,48,9.0,11.0
Adelaide,Melbourne,Qantas,2005-06-01,349,59.0,66.0
Adelaide,Perth,Qantas,2005-06-01,116,20.0,31.0
Adelaide,Sydney,Qantas,2005-06-01,309,34.0,40.0
Alice Springs,Adelaide,Qantas,2005-06-01,30,5.0,7.0
Brisbane,Adelaide,Qantas,2005-06-01,90,38.0,22.0
Brisbane,Cairns,Qantas,2005-06-01,120,32.0,44.0
Brisbane,Canberra,Qantas,2005-06-01,118,35.0,29.0
Brisbane,Darwin,Qantas,2005-06-01,56,22.0,26.0
Brisbane,Mackay,Qantas,2005-06-01,30,11.0,11.0
Brisbane,Melbourne,Qantas,2005-06-01,444,106.0,99.0
Brisbane,Perth,Qantas,2005-06-01,64,19.0,20.0
Brisbane,Sydney,Qantas,2005-06-01,596,119.0,124.0
Brisbane,Townsville,Qantas,2005-06-01,146,46.0,62.0
Broome,Perth,Qantas,2005-06-01,34,10.0,12.0
Cairns,Brisbane,Qantas,2005-06-01,120,23.0,21.0
Cairns,Melbourne,Qantas,2005-06-01,30,14.0,7.0
Cairns,Sydney,Qantas,2005-06-01,90,31.0,22.0
Canberra,Adelaide,Qantas,2005-06-01,52,7.0,4.0
Canberra,Brisbane,Qantas,2005-06-01,118,25.0,35.0
Canberra,Melbourne,Qantas,2005-06-01,229,49.0,43.0
Darwin,Brisbane,Qantas,2005-06-01,56,26.0,12.0
Darwin,Melbourne,Qantas,2005-06-01,31,14.0,9.0
Darwin,Sydney,Qantas,2005-06-01,30,12.0,2.0
Gold Coast,Sydney,Qantas,2005-06-01,58,4.0,3.0
Hobart,Melbourne,Qantas,2005-06-01,60,8.0,10.0
Hobart,Sydney,Qantas,2005-06-01,30,10.0,7.0
Kalgoorlie,Perth,Qantas,2005-06-01,48,20.0,20.0
Karratha,Perth,Qantas,2005-06-01,56,4.0,3.0
Launceston,Melbourne,Qantas,2005-06-01,33,3.0,4.0
Mackay,Brisbane,Qantas,2005-06-01,30,18.0,13.0
Melbourne,Adelaide,Qantas,2005-06-01,362,70.0,61.0
Melbourne,Brisbane,Qantas,2005-06-01,445,70.0,82.0
Melbourne,Cairns,Qantas,2005-06-01,30,10.0,5.0
Melbourne,Canberra,Qantas,2005-06-01,208,38.0,47.0
Melbourne,Darwin,Qantas,2005-06-01,32,15.0,18.0
Melbourne,Hobart,Qantas,2005-06-01,60,18.0,18.0
Melbourne,Launceston,Qantas,2005-06-01,33,9.0,9.0
Melbourne,Perth,Qantas,2005-06-01,172,55.0,58.0
Melbourne,Sydney,Qantas,2005-06-01,814,155.0,170.0
Perth,Adelaide,Qantas,2005-06-01,116,22.0,20.0
Perth,Brisbane,Qantas,2005-06-01,64,24.0,12.0
Perth,Broome,Qantas,2005-06-01,34,7.0,6.0
Perth,Kalgoorlie,Qantas,2005-06-01,48,8.0,15.0
Perth,Karratha,Qantas,2005-06-01,56,5.0,5.0
Perth,Melbourne,Qantas,2005-06-01,175,48.0,42.0
Perth,Sydney,Qantas,2005-06-01,145,43.0,38.0
Sydney,Adelaide,Qantas,2005-06-01,292,40.0,37.0
Sydney,Brisbane,Qantas,2005-06-01,601,77.0,115.0
Sydney,Cairns,Qantas,2005-06-01,89,26.0,34.0
Sydney,Darwin,Qantas,2005-06-01,30,8.0,14.0
Sydney,Gold Coast,Qantas,2005-06-01,58,8.0,8.0
Sydney,Hobart,Qantas,2005-06-01,30,3.0,3.0
Sydney,Melbourne,Qantas,2005-06-01,805,149.0,144.0
Sydney,Perth,Qantas,2005-06-01,154,30.0,44.0
Sydney,Townsville,Qantas,2005-06-01,30,4.0,8.0
Townsville,Brisbane,Qantas,2005-06-01,146,49.0,51.0
Townsville,Sydney,Qantas,2005-06-01,30,11.0,6.0
Albury,Sydney,QantasLink,2005-06-01,113,23.0,20.0
Ballina,Sydney,QantasLink,2005-06-01,82,11.0,10.0
Brisbane,Newcastle,QantasLink,2005-06-01,48,13.0,12.0
Brisbane,Rockhampton,QantasLink,2005-06-01,258,21.0,45.0
Broome,Perth,QantasLink,2005-06-01,34,11.0,14.0
Burnie,Melbourne,QantasLink,2005-06-01,82,8.0,15.0
Canberra,Melbourne,QantasLink,2005-06-01,90,14.0,12.0
Coffs Harbour,Sydney,QantasLink,2005-06-01,166,33.0,32.0
Devonport,Melbourne,QantasLink,2005-06-01,106,16.0,18.0
Dubbo,Sydney,QantasLink,2005-06-01,128,19.0,26.0
Kalgoorlie,Perth,QantasLink,2005-06-01,33,5.0,6.0
Karratha,Perth,QantasLink,2005-06-01,51,6.0,3.0
Melbourne,Burnie,QantasLink,2005-06-01,82,19.0,16.0
Melbourne,Canberra,QantasLink,2005-06-01,86,19.0,21.0
Melbourne,Devonport,QantasLink,2005-06-01,104,24.0,16.0
Melbourne,Mildura,QantasLink,2005-06-01,133,19.0,18.0
Melbourne,Newcastle,QantasLink,2005-06-01,68,9.0,16.0
Mildura,Melbourne,QantasLink,2005-06-01,131,21.0,20.0
Newcastle,Brisbane,QantasLink,2005-06-01,70,15.0,13.0
Newcastle,Melbourne,QantasLink,2005-06-01,68,15.0,13.0
Perth,Broome,QantasLink,2005-06-01,28,5.0,2.0
Perth,Kalgoorlie,QantasLink,2005-06-01,33,5.0,4.0
Perth,Karratha,QantasLink,2005-06-01,57,4.0,4.0
Rockhampton,Brisbane,QantasLink,2005-06-01,227,35.0,23.0
Sydney,Albury,QantasLink,2005-06-01,114,23.0,32.0
Sydney,Ballina,QantasLink,2005-06-01,81,5.0,12.0
Sydney,Coffs Harbour,QantasLink,2005-06-01,167,27.0,39.0
Sydney,Dubbo,QantasLink,2005-06-01,128,23.0,22.0
Sydney,Wagga Wagga,QantasLink,2005-06-01,129,21.0,30.0
Wagga Wagga,Sydney,QantasLink,2005-06-01,127,20.0,31.0
Albury,Sydney,Regional Express,2005-06-01,104,9.0,18.0
Ballina,Sydney,Regional Express,2005-06-01,96,16.0,20.0
Burnie,Melbourne,Regional Express,2005-06-01,74,4.0,8.0
Devonport,Melbourne,Regional Express,2005-06-01,29,3.0,4.0
Dubbo,Sydney,Regional Express,2005-06-01,107,28.0,35.0
Melbourne,Burnie,Regional Express,2005-06-01,74,7.0,8.0
Melbourne,Devonport,Regional Express,2005-06-01,29,2.0,2.0
Melbourne,Mildura,Regional Express,2005-06-01,76,4.0,9.0
Mildura,Melbourne,Regional Express,2005-06-01,76,4.0,10.0
Sydney,Albury,Regional Express,2005-06-01,105,20.0,22.0
Sydney,Ballina,Regional Express,2005-06-01,95,10.0,15.0
Sydney,Dubbo,Regional Express,2005-06-01,107,20.0,26.0
Sydney,Wagga Wagga,Regional Express,2005-06-01,106,18.0,35.0
Wagga Wagga,Sydney,Regional Express,2005-06-01,107,20.0,25.0
Broome,Perth,Skywest,2005-06-01,21,3.0,7.0
Kalgoorlie,Perth,Skywest,2005-06-01,48,2.0,2.0
Karratha,Perth,Skywest,2005-06-01,18,1.0,1.0
Perth,Broome,Skywest,2005-06-01,22,4.0,4.0
Perth,Kalgoorlie,Skywest,2005-06-01,50,2.0,2.0
Perth,Karratha,Skywest,2005-06-01,18,1.0,1.0
Adelaide,Alice Springs,Virgin Australia,2005-06-01,17,1.0,2.0
Adelaide,Brisbane,Virgin Australia,2005-06-01,67,12.0,12.0
Adelaide,Canberra,Virgin Australia,2005-06-01,29,1.0,1.0
Adelaide,Gold Coast,Virgin Australia,2005-06-01,29,1.0,3.0
Adelaide,Melbourne,Virgin Australia,2005-06-01,253,29.0,28.0
Adelaide,Perth,Virgin Australia,2005-06-01,31,3.0,4.0
Adelaide,Sydney,Virgin Australia,2005-06-01,148,13.0,15.0
Alice Springs,Adelaide,Virgin Australia,2005-06-01,17,3.0,5.0
Ballina,Sydney,Virgin Australia,2005-06-01,28,4.0,5.0
Brisbane,Adelaide,Virgin Australia,2005-06-01,67,6.0,7.0
Brisbane,Cairns,Virgin Australia,2005-06-01,120,15.0,28.0
Brisbane,Canberra,Virgin Australia,2005-06-01,90,9.0,7.0
Brisbane,Darwin,Virgin Australia,2005-06-01,30,2.0,12.0
Brisbane,Hobart,Virgin Australia,2005-06-01,30,2.0,1.0
Brisbane,Mackay,Virgin Australia,2005-06-01,87,16.0,20.0
Brisbane,Melbourne,Virgin Australia,2005-06-01,291,37.0,33.0
Brisbane,Newcastle,Virgin Australia,2005-06-01,30,2.0,2.0
Brisbane,Perth,Virgin Australia,2005-06-01,30,6.0,7.0
Brisbane,Proserpine,Virgin Australia,2005-06-01,30,3.0,3.0
Brisbane,Rockhampton,Virgin Australia,2005-06-01,87,15.0,19.0
Brisbane,Sydney,Virgin Australia,2005-06-01,478,60.0,61.0
Brisbane,Townsville,Virgin Australia,2005-06-01,98,15.0,18.0
Broome,Perth,Virgin Australia,2005-06-01,29,6.0,9.0
Cairns,Brisbane,Virgin Australia,2005-06-01,120,11.0,10.0
Cairns,Melbourne,Virgin Australia,2005-06-01,60,14.0,9.0
Cairns,Sydney,Virgin Australia,2005-06-01,84,15.0,12.0
Canberra,Adelaide,Virgin Australia,2005-06-01,29,0.0,0.0
Canberra,Brisbane,Virgin Australia,2005-06-01,90,4.0,5.0
Canberra,Melbourne,Virgin Australia,2005-06-01,103,13.0,12.0
Coffs Harbour,Sydney,Virgin Australia,2005-06-01,60,4.0,6.0
Darwin,Brisbane,Virgin Australia,2005-06-01,30,11.0,3.0
Darwin,Melbourne,Virgin Australia,2005-06-01,13,6.0,3.0
Darwin,Sydney,Virgin Australia,2005-06-01,29,9.0,11.0
Gold Coast,Adelaide,Virgin Australia,2005-06-01,29,1.0,1.0
Gold Coast,Melbourne,Virgin Australia,2005-06-01,174,28.0,20.0
Gold Coast,Sydney,Virgin Australia,2005-06-01,263,32.0,28.0
Hobart,Brisbane,Virgin Australia,2005-06-01,30,2.0,4.0
Hobart,Melbourne,Virgin Australia,2005-06-01,116,13.0,14.0
Hobart,Sydney,Virgin Australia,2005-06-01,60,6.0,2.0
Launceston,Melbourne,Virgin Australia,2005-06-01,108,13.0,11.0
Launceston,Sydney,Virgin Australia,2005-06-01,30,11.0,12.0
Mackay,Brisbane,Virgin Australia,2005-06-01,87,12.0,11.0
Melbourne,Adelaide,Virgin Australia,2005-06-01,251,36.0,34.0
Melbourne,Brisbane,Virgin Australia,2005-06-01,291,40.0,58.0
Melbourne,Cairns,Virgin Australia,2005-06-01,60,12.0,15.0
Melbourne,Canberra,Virgin Australia,2005-06-01,103,11.0,13.0
Melbourne,Darwin,Virgin Australia,2005-06-01,13,1.0,3.0
Melbourne,Gold Coast,Virgin Australia,2005-06-01,175,20.0,28.0
Melbourne,Hobart,Virgin Australia,2005-06-01,116,18.0,10.0
Melbourne,Launceston,Virgin Australia,2005-06-01,107,24.0,24.0
Melbourne,Newcastle,Virgin Australia,2005-06-01,30,4.0,4.0
Melbourne,Perth,Virgin Australia,2005-06-01,120,14.0,9.0
Melbourne,Sunshine Coast,Virgin Australia,2005-06-01,60,7.0,9.0
Melbourne,Sydney,Virgin Australia,2005-06-01,667,83.0,100.0
Newcastle,Brisbane,Virgin Australia,2005-06-01,30,2.0,7.0
Newcastle,Melbourne,Virgin Australia,2005-06-01,30,3.0,3.0
Perth,Adelaide,Virgin Australia,2005-06-01,30,2.0,1.0
Perth,Brisbane,Virgin Australia,2005-06-01,30,4.0,11.0
Perth,Broome,Virgin Australia,2005-06-01,30,4.0,7.0
Perth,Melbourne,Virgin Australia,2005-06-01,120,19.0,16.0
Perth,Sydney,Virgin Australia,2005-06-01,89,9.0,22.0
Proserpine,Brisbane,Virgin Australia,2005-06-01,30,4.0,4.0
Rockhampton,Brisbane,Virgin Australia,2005-06-01,87,15.0,15.0
Sunshine Coast,Melbourne,Virgin Australia,2005-06-01,59,11.0,10.0
Sunshine Coast,Sydney,Virgin Australia,2005-06-01,36,6.0,5.0
Sydney,Adelaide,Virgin Australia,2005-06-01,148,9.0,13.0
Sydney,Ballina,Virgin Australia,2005-06-01,29,8.0,4.0
Sydney,Brisbane,Virgin Australia,2005-06-01,479,56.0,80.0
Sydney,Cairns,Virgin Australia,2005-06-01,85,19.0,27.0
Sydney,Coffs Harbour,Virgin Australia,2005-06-01,60,3.0,7.0
Sydney,Darwin,Virgin Australia,2005-06-01,30,2.0,19.0
Sydney,Gold Coast,Virgin Australia,2005-06-01,265,32.0,29.0
Sydney,Hobart,Virgin Australia,2005-06-01,60,11.0,9.0
Sydney,Launceston,Virgin Australia,2005-06-01,30,2.0,2.0
Sydney,Melbourne,Virgin Australia,2005-06-01,665,94.0,89.0
Sydney,Perth,Virgin Australia,2005-06-01,90,15.0,12.0
Sydney,Sunshine Coast,Virgin Australia,2005-06-01,36,5.0,7.0
Sydney,Townsville,Virgin Australia,2005-06-01,30,8.0,7.0
Townsville,Brisbane,Virgin Australia,2005-06-01,98,14.0,16.0
Townsville,Sydney,Virgin Australia,2005-06-01,30,7.0,6.0
Adelaide,Gold Coast,Jetstar,2005-07-01,30,10.0,6.0
Ballina,Sydney,Jetstar,2005-07-01,20,1.0,0.0
Brisbane,Cairns,Jetstar,2005-07-01,63,26.0,31.0
Brisbane,Hobart,Jetstar,2005-07-01,30,3.0,3.0
Brisbane,Mackay,Jetstar,2005-07-01,91,17.0,15.0
Brisbane,Newcastle,Jetstar,2005-07-01,89,17.0,18.0
Brisbane,Proserpine,Jetstar,2005-07-01,31,4.0,4.0
Brisbane,Rockhampton,Jetstar,2005-07-01,31,4.0,4.0
Cairns,Brisbane,Jetstar,2005-07-01,63,40.0,39.0
Cairns,Melbourne,Jetstar,2005-07-01,44,6.0,6.0
Cairns,Sydney,Jetstar,2005-07-01,31,1.0,2.0
Gold Coast,Adelaide,Jetstar,2005-07-01,31,5.0,5.0
Gold Coast,Melbourne,Jetstar,2005-07-01,154,44.0,47.0
Gold Coast,Sydney,Jetstar,2005-07-01,245,41.0,48.0
Hobart,Brisbane,Jetstar,2005-07-01,30,1.0,1.0
Hobart,Melbourne,Jetstar,2005-07-01,123,38.0,36.0
Hobart,Sydney,Jetstar,2005-07-01,88,6.0,4.0
Launceston,Melbourne,Jetstar,2005-07-01,123,6.0,6.0
Launceston,Sydney,Jetstar,2005-07-01,31,5.0,5.0
Mackay,Brisbane,Jetstar,2005-07-01,91,18.0,18.0
Melbourne,Cairns,Jetstar,2005-07-01,44,8.0,6.0
Melbourne,Gold Coast,Jetstar,2005-07-01,154,22.0,26.0
Melbourne,Hobart,Jetstar,2005-07-01,123,33.0,34.0
Melbourne,Launceston,Jetstar,2005-07-01,123,5.0,5.0
Melbourne,Newcastle,Jetstar,2005-07-01,77,4.0,6.0
Melbourne,Sunshine Coast,Jetstar,2005-07-01,62,3.0,3.0
Newcastle,Brisbane,Jetstar,2005-07-01,89,20.0,21.0
Newcastle,Melbourne,Jetstar,2005-07-01,77,4.0,5.0
Proserpine,Brisbane,Jetstar,2005-07-01,31,4.0,5.0
Rockhampton,Brisbane,Jetstar,2005-07-01,31,4.0,4.0
Sunshine Coast,Melbourne,Jetstar,2005-07-01,61,7.0,12.0
Sunshine Coast,Sydney,Jetstar,2005-07-01,93,21.0,19.0
Sydney,Ballina,Jetstar,2005-07-01,20,0.0,0.0
Sydney,Cairns,Jetstar,2005-07-01,31,4.0,3.0
Sydney,Gold Coast,Jetstar,2005-07-01,246,53.0,49.0
Sydney,Hobart,Jetstar,2005-07-01,86,3.0,7.0
Sydney,Launceston,Jetstar,2005-07-01,31,3.0,3.0
Sydney,Sunshine Coast,Jetstar,2005-07-01,93,17.0,18.0
Adelaide,Alice Springs,Qantas,2005-07-01,31,7.0,9.0
Adelaide,Brisbane,Qantas,2005-07-01,119,11.0,7.0
Adelaide,Canberra,Qantas,2005-07-01,48,5.0,5.0
Adelaide,Melbourne,Qantas,2005-07-01,358,48.0,42.0
Adelaide,Perth,Qantas,2005-07-01,119,27.0,38.0
Adelaide,Sydney,Qantas,2005-07-01,319,39.0,33.0
Alice Springs,Adelaide,Qantas,2005-07-01,31,4.0,5.0
Brisbane,Adelaide,Qantas,2005-07-01,117,12.0,11.0
Brisbane,Cairns,Qantas,2005-07-01,124,31.0,36.0
Brisbane,Canberra,Qantas,2005-07-01,119,23.0,21.0
Brisbane,Darwin,Qantas,2005-07-01,57,13.0,9.0
Brisbane,Mackay,Qantas,2005-07-01,31,4.0,4.0
Brisbane,Melbourne,Qantas,2005-07-01,462,67.0,72.0
Brisbane,Perth,Qantas,2005-07-01,88,19.0,25.0
Brisbane,Sydney,Qantas,2005-07-01,612,97.0,108.0
Brisbane,Townsville,Qantas,2005-07-01,149,36.0,40.0
Broome,Perth,Qantas,2005-07-01,41,14.0,12.0
Cairns,Brisbane,Qantas,2005-07-01,124,26.0,25.0
Cairns,Melbourne,Qantas,2005-07-01,31,12.0,2.0
Cairns,Sydney,Qantas,2005-07-01,100,26.0,13.0
Canberra,Adelaide,Qantas,2005-07-01,52,4.0,4.0
