City1,City2,Month,Passenger_Trips,Aircraft_Trips,Route_Distance,Seats
BRISBANE,TOWNSVILLE,Oct-09,81477,668,1112,96979
BROOME,PERTH,Oct-09,29221,288,1677,35445
CAIRNS,MELBOURNE,Oct-09,31674,176,2311,33848
CAIRNS,SYDNEY,Oct-09,83861,470,1971,89423
CAIRNS,TOWNSVILLE,Oct-09,15124,402,284,24866
CANBERRA,MELBOURNE,Oct-09,93156,1017,470,128068
CANBERRA,SYDNEY,Oct-09,92997,1628,236,146087
COFFS HARBOUR,SYDNEY,Oct-09,26317,375,443,31934
DARWIN,MELBOURNE,Oct-09,22080,170,3131,32663
DARWIN,PERTH,Oct-09,12303,128,2651,22224
DARWIN,SYDNEY,Oct-09,0,0,3155,0
DEVONPORT,MELBOURNE,Oct-09,0,0,412,0
DUBBO,SYDNEY,Oct-09,15748,538,310,21465
GOLD COAST,SYDNEY,Oct-09,190433,1214,680,214870
HAMILTON ISLAND,SYDNEY,Oct-09,18251,124,1526,21027
HERVEY BAY,SYDNEY,Oct-09,0,0,973,0
HOBART,MELBOURNE,Oct-09,100984,715,618,119217
HOBART,SYDNEY,Oct-09,43348,311,1039,51241
KALGOORLIE,PERTH,Oct-09,17889,227,538,27388
KARRATHA,PERTH,Oct-09,50119,507,1250,72248
LAUNCESTON,MELBOURNE,Oct-09,68117,676,476,87515
LAUNCESTON,SYDNEY,Oct-09,19066,124,914,21702
MELBOURNE,BURNIE,Oct-09,0,0,378,0
MELBOURNE,GOLD COAST,Oct-09,150535,898,1330,165087
MELBOURNE,MILDURA,Oct-09,16729,454,457,22185
MELBOURNE,NEWCASTLE,Oct-09,32286,230,836,38925
MELBOURNE,PERTH,Oct-09,148548,901,2706,168793
MELBOURNE,SYDNEY,Oct-09,669817,4350,706,833947
NEWCASTLE,GOLD COAST,Oct-09,12954,88,539,14856
PERTH,NEWMAN,Oct-09,15018,244,1019,27363
PERTH,PORT HEDLAND,Oct-09,23673,243,1312,32773
PERTH,SYDNEY,Oct-09,135841,755,3284,156766
PORT MACQUARIE,SYDNEY,Oct-09,17605,328,321,22633
SUNSHINE COAST,MELBOURNE,Oct-09,37179,238,1454,40530
SUNSHINE COAST,SYDNEY,Oct-09,39038,264,837,44955
SYDNEY,TOWNSVILLE,Oct-09,15045,106,1690,17382
SYDNEY,WAGGA WAGGA,Oct-09,16268,553,367,22965
ADELAIDE,ALICE SPRINGS,Nov-09,10889,84,1316,14393
ADELAIDE,BRISBANE,Nov-09,51716,410,1622,59691
ADELAIDE,CANBERRA,Nov-09,18165,183,972,24891
ADELAIDE,GOLD COAST,Nov-09,23385,178,1607,27546
ADELAIDE,MELBOURNE,Nov-09,168350,1258,643,188774
ADELAIDE,PERTH,Nov-09,50372,410,2120,59046
ADELAIDE,PORT LINCOLN,Nov-09,0,0,246,0
ADELAIDE,SYDNEY,Nov-09,145703,1086,1167,175135
ALBURY,SYDNEY,Nov-09,20290,557,452,28827
ALICE SPRINGS,MELBOURNE,Nov-09,11290,84,1860,14387
ALICE SPRINGS,SYDNEY,Nov-09,0,0,2022,0
BALLINA,SYDNEY,Nov-09,24593,315,612,30596
BRISBANE,CAIRNS,Nov-09,98375,707,1391,109520
BRISBANE,CANBERRA,Nov-09,48384,545,956,68834
BRISBANE,DARWIN,Nov-09,27109,180,2852,36168
BRISBANE,HAMILTON ISLAND,Nov-09,17556,120,888,21048
BRISBANE,HOBART,Nov-09,0,0,1791,0
BRISBANE,MACKAY,Nov-09,61020,595,797,73217
BRISBANE,MELBOURNE,Nov-09,233568,1673,1381,270165
BRISBANE,NEWCASTLE,Nov-09,49403,466,614,62393
BRISBANE,PERTH,Nov-09,60231,360,3615,69308
BRISBANE,PROSERPINE,Nov-09,18861,120,895,21048
BRISBANE,ROCKHAMPTON,Nov-09,50132,705,518,64430
BRISBANE,SYDNEY,Nov-09,369295,2461,753,437996
BRISBANE,TOWNSVILLE,Nov-09,75026,642,1112,95168
BROOME,PERTH,Nov-09,22725,271,1677,33502
CAIRNS,MELBOURNE,Nov-09,28839,180,2311,33052
CAIRNS,SYDNEY,Nov-09,67670,406,1971,74325
CAIRNS,TOWNSVILLE,Nov-09,15202,419,284,25447
CANBERRA,MELBOURNE,Nov-09,95849,1029,470,134043
CANBERRA,SYDNEY,Nov-09,94642,1587,236,143297
COFFS HARBOUR,SYDNEY,Nov-09,26145,363,443,30226
DARWIN,MELBOURNE,Nov-09,18532,131,3131,25429
DARWIN,PERTH,Nov-09,11045,118,2651,20461
DARWIN,SYDNEY,Nov-09,0,0,3155,0
DEVONPORT,MELBOURNE,Nov-09,0,0,412,0
DUBBO,SYDNEY,Nov-09,15226,536,310,21326
GOLD COAST,SYDNEY,Nov-09,182151,1202,680,214222
HAMILTON ISLAND,SYDNEY,Nov-09,16857,120,1526,21198
HERVEY BAY,SYDNEY,Nov-09,0,0,973,0
HOBART,MELBOURNE,Nov-09,99504,668,618,111885
HOBART,SYDNEY,Nov-09,43265,301,1039,50067
KALGOORLIE,PERTH,Nov-09,17950,212,538,25753
KARRATHA,PERTH,Nov-09,48859,511,1250,70270
LAUNCESTON,MELBOURNE,Nov-09,69347,652,476,85268
LAUNCESTON,SYDNEY,Nov-09,18754,119,914,21003
MELBOURNE,BURNIE,Nov-09,0,0,378,0
MELBOURNE,GOLD COAST,Nov-09,136640,842,1330,157014
MELBOURNE,MILDURA,Nov-09,16230,444,457,21751
MELBOURNE,NEWCASTLE,Nov-09,27848,180,836,30627
MELBOURNE,PERTH,Nov-09,141307,863,2706,158353
MELBOURNE,SYDNEY,Nov-09,678213,4346,706,807627
NEWCASTLE,GOLD COAST,Nov-09,12287,86,539,14940
PERTH,NEWMAN,Nov-09,14995,240,1019,26902
PERTH,PORT HEDLAND,Nov-09,24404,284,1312,36780
PERTH,SYDNEY,Nov-09,127945,727,3284,146302
PORT MACQUARIE,SYDNEY,Nov-09,18110,323,321,22133
SUNSHINE COAST,MELBOURNE,Nov-09,34720,226,1454,39220
SUNSHINE COAST,SYDNEY,Nov-09,36040,252,837,42858
SYDNEY,TOWNSVILLE,Nov-09,13853,104,1690,16800
SYDNEY,WAGGA WAGGA,Nov-09,15136,534,367,22308
ADELAIDE,ALICE SPRINGS,Dec-09,11132,90,1316,15456
ADELAIDE,BRISBANE,Dec-09,52947,435,1622,63933
ADELAIDE,CANBERRA,Dec-09,18301,186,972,25671
ADELAIDE,GOLD COAST,Dec-09,23174,182,1607,28327
ADELAIDE,MELBOURNE,Dec-09,162452,1298,643,194655
ADELAIDE,PERTH,Dec-09,51149,429,2120,62742
ADELAIDE,PORT LINCOLN,Dec-09,0,0,246,0
ADELAIDE,SYDNEY,Dec-09,148967,1175,1167,187355
ALBURY,SYDNEY,Dec-09,19363,537,452,28442
ALICE SPRINGS,MELBOURNE,Dec-09,10575,90,1860,15453
ALICE SPRINGS,SYDNEY,Dec-09,0,0,2022,0
BALLINA,SYDNEY,Dec-09,24953,339,612,32126
BRISBANE,CAIRNS,Dec-09,92820,726,1391,113325
BRISBANE,CANBERRA,Dec-09,52570,548,956,69235
BRISBANE,DARWIN,Dec-09,28293,185,2852,37193
BRISBANE,HAMILTON ISLAND,Dec-09,15276,124,888,21828
BRISBANE,HOBART,Dec-09,0,0,1791,0
BRISBANE,MACKAY,Dec-09,61904,639,797,77664
BRISBANE,MELBOURNE,Dec-09,238018,1738,1381,282199
BRISBANE,NEWCASTLE,Dec-09,50200,456,614,62865
BRISBANE,PERTH,Dec-09,64022,376,3615,74098
BRISBANE,PROSERPINE,Dec-09,17943,124,895,21684
BRISBANE,ROCKHAMPTON,Dec-09,49876,695,518,64378
BRISBANE,SYDNEY,Dec-09,387892,2570,753,452516
BRISBANE,TOWNSVILLE,Dec-09,77876,669,1112,98999
BROOME,PERTH,Dec-09,22194,269,1677,33847
CAIRNS,MELBOURNE,Dec-09,26839,186,2311,33738
CAIRNS,SYDNEY,Dec-09,65071,422,1971,78646
CAIRNS,TOWNSVILLE,Dec-09,13339,378,284,23394
CANBERRA,MELBOURNE,Dec-09,87290,958,470,123586
CANBERRA,SYDNEY,Dec-09,78412,1414,236,125340
COFFS HARBOUR,SYDNEY,Dec-09,25382,376,443,32245
DARWIN,MELBOURNE,Dec-09,20441,140,3131,27075
DARWIN,PERTH,Dec-09,11568,124,2651,21692
DARWIN,SYDNEY,Dec-09,0,0,3155,0
DEVONPORT,MELBOURNE,Dec-09,0,0,412,0
DUBBO,SYDNEY,Dec-09,13578,474,310,19002
GOLD COAST,SYDNEY,Dec-09,187061,1243,680,221856
HAMILTON ISLAND,SYDNEY,Dec-09,15901,124,1526,21180
HERVEY BAY,SYDNEY,Dec-09,0,0,973,0
HOBART,MELBOURNE,Dec-09,104612,718,618,122466
HOBART,SYDNEY,Dec-09,45267,314,1039,52641
KALGOORLIE,PERTH,Dec-09,16428,196,538,24939
KARRATHA,PERTH,Dec-09,44280,508,1250,69511
LAUNCESTON,MELBOURNE,Dec-09,74150,715,476,92181
LAUNCESTON,SYDNEY,Dec-09,18389,124,914,21894
MELBOURNE,BURNIE,Dec-09,0,0,378,0
MELBOURNE,GOLD COAST,Dec-09,128560,851,1330,158535
MELBOURNE,MILDURA,Dec-09,15557,426,457,20932
MELBOURNE,NEWCASTLE,Dec-09,26353,185,836,31188
MELBOURNE,PERTH,Dec-09,147516,919,2706,173714
MELBOURNE,SYDNEY,Dec-09,645557,4124,706,769018
NEWCASTLE,GOLD COAST,Dec-09,11504,86,539,14790
PERTH,NEWMAN,Dec-09,12851,214,1019,23865
PERTH,PORT HEDLAND,Dec-09,22006,296,1312,37291
PERTH,SYDNEY,Dec-09,139502,793,3284,163496
PORT MACQUARIE,SYDNEY,Dec-09,17266,320,321,22163
SUNSHINE COAST,MELBOURNE,Dec-09,32119,238,1454,41460
SUNSHINE COAST,SYDNEY,Dec-09,33270,250,837,42530
SYDNEY,TOWNSVILLE,Dec-09,14418,106,1690,17502
SYDNEY,WAGGA WAGGA,Dec-09,14223,478,367,20080
ADELAIDE,ALICE SPRINGS,Jan-10,10403,94,1316,15071
ADELAIDE,BRISBANE,Jan-10,53393,436,1622,63994
ADELAIDE,CANBERRA,Jan-10,13560,143,972,18523
ADELAIDE,GOLD COAST,Jan-10,24181,186,1607,29289
ADELAIDE,MELBOURNE,Jan-10,163534,1445,643,201190
ADELAIDE,PERTH,Jan-10,52100,488,2120,63087
ADELAIDE,PORT LINCOLN,Jan-10,0,0,246,0
ADELAIDE,SYDNEY,Jan-10,146892,1181,1167,186601
ALBURY,SYDNEY,Jan-10,17186,459,452,24950
ALICE SPRINGS,MELBOURNE,Jan-10,10696,94,1860,15096
ALICE SPRINGS,SYDNEY,Jan-10,0,0,2022,0
BALLINA,SYDNEY,Jan-10,25488,328,612,32425
BRISBANE,CAIRNS,Jan-10,84273,704,1391,109459
BRISBANE,CANBERRA,Jan-10,47838,542,956,65890
BRISBANE,DARWIN,Jan-10,27915,193,2852,36245
BRISBANE,HAMILTON ISLAND,Jan-10,16881,124,888,21990
BRISBANE,HOBART,Jan-10,0,0,1791,0
BRISBANE,MACKAY,Jan-10,58156,621,797,75679
BRISBANE,MELBOURNE,Jan-10,235722,1691,1381,278885
BRISBANE,NEWCASTLE,Jan-10,49260,429,614,62396
BRISBANE,PERTH,Jan-10,64956,372,3615,76115
BRISBANE,PROSERPINE,Jan-10,17298,122,895,21132
BRISBANE,ROCKHAMPTON,Jan-10,42829,649,518,56951
BRISBANE,SYDNEY,Jan-10,344450,2554,753,431313
BRISBANE,TOWNSVILLE,Jan-10,68818,660,1112,97079
BROOME,PERTH,Jan-10,20767,275,1677,35008
CAIRNS,MELBOURNE,Jan-10,29436,191,2311,35408
CAIRNS,SYDNEY,Jan-10,65856,435,1971,81526
CAIRNS,TOWNSVILLE,Jan-10,11728,365,284,21167
CANBERRA,MELBOURNE,Jan-10,82509,924,470,117164
CANBERRA,SYDNEY,Jan-10,61644,1246,236,105541
COFFS HARBOUR,SYDNEY,Jan-10,24721,369,443,31102
DARWIN,MELBOURNE,Jan-10,20112,134,3131,25623
DARWIN,PERTH,Jan-10,10600,154,2651,18362
DARWIN,SYDNEY,Jan-10,0,0,3155,0
DEVONPORT,MELBOURNE,Jan-10,0,0,412,0
DUBBO,SYDNEY,Jan-10,10216,339,310,13512
GOLD COAST,SYDNEY,Jan-10,208656,1399,680,245901
HAMILTON ISLAND,SYDNEY,Jan-10,16543,124,1526,20745
HERVEY BAY,SYDNEY,Jan-10,0,0,973,0
HOBART,MELBOURNE,Jan-10,108520,728,618,125905
HOBART,SYDNEY,Jan-10,48106,317,1039,53695
KALGOORLIE,PERTH,Jan-10,14791,208,538,23819
KARRATHA,PERTH,Jan-10,42840,507,1250,70578
LAUNCESTON,MELBOURNE,Jan-10,76073,722,476,91953
LAUNCESTON,SYDNEY,Jan-10,19347,134,914,21762
MELBOURNE,BURNIE,Jan-10,0,0,378,0
MELBOURNE,GOLD COAST,Jan-10,144130,917,1330,167600
MELBOURNE,MILDURA,Jan-10,12962,371,457,19029
MELBOURNE,NEWCASTLE,Jan-10,26783,186,836,31710
MELBOURNE,PERTH,Jan-10,144776,909,2706,176442
MELBOURNE,SYDNEY,Jan-10,616860,4066,706,737904
NEWCASTLE,GOLD COAST,Jan-10,12785,90,539,15486
PERTH,NEWMAN,Jan-10,12771,237,1019,26163
PERTH,PORT HEDLAND,Jan-10,22592,321,1312,39251
PERTH,SYDNEY,Jan-10,135451,776,3284,159333
PORT MACQUARIE,SYDNEY,Jan-10,16086,314,321,22358
SUNSHINE COAST,MELBOURNE,Jan-10,34954,242,1454,41556
SUNSHINE COAST,SYDNEY,Jan-10,37276,266,837,45364
SYDNEY,TOWNSVILLE,Jan-10,13474,119,1690,16918
SYDNEY,WAGGA WAGGA,Jan-10,10714,373,367,15516
ADELAIDE,ALICE SPRINGS,Feb-10,9552,86,1316,13680
ADELAIDE,BRISBANE,Feb-10,46096,381,1622,55381
ADELAIDE,CANBERRA,Feb-10,15124,149,972,20030
ADELAIDE,GOLD COAST,Feb-10,21335,168,1607,26100
ADELAIDE,MELBOURNE,Feb-10,161044,1397,643,193067
ADELAIDE,PERTH,Feb-10,47115,450,2120,57400
ADELAIDE,PORT LINCOLN,Feb-10,0,0,246,0
ADELAIDE,SYDNEY,Feb-10,140208,1044,1167,168045
ALBURY,SYDNEY,Feb-10,17609,491,452,25993
ALICE SPRINGS,MELBOURNE,Feb-10,10223,86,1860,13678
ALICE SPRINGS,SYDNEY,Feb-10,0,0,2022,0
BALLINA,SYDNEY,Feb-10,21840,277,612,26973
BRISBANE,CAIRNS,Feb-10,83031,631,1391,100836
BRISBANE,CANBERRA,Feb-10,42883,508,956,62559
BRISBANE,DARWIN,Feb-10,23320,173,2852,32994
BRISBANE,HAMILTON ISLAND,Feb-10,12217,112,888,19551
BRISBANE,HOBART,Feb-10,0,0,1791,0
BRISBANE,MACKAY,Feb-10,52942,522,797,63082
BRISBANE,MELBOURNE,Feb-10,197732,1525,1381,243668
BRISBANE,NEWCASTLE,Feb-10,43250,407,614,53268
BRISBANE,PERTH,Feb-10,53237,336,3615,66753
BRISBANE,PROSERPINE,Feb-10,15862,112,895,19482
BRISBANE,ROCKHAMPTON,Feb-10,47108,721,518,60382
BRISBANE,SYDNEY,Feb-10,343605,2350,753,402767
BRISBANE,TOWNSVILLE,Feb-10,66243,595,1112,86209
BROOME,PERTH,Feb-10,16387,245,1677,28771
CAIRNS,MELBOURNE,Feb-10,25086,172,2311,30679
CAIRNS,SYDNEY,Feb-10,59887,392,1971,72187
CAIRNS,TOWNSVILLE,Feb-10,13139,441,284,23840
CANBERRA,MELBOURNE,Feb-10,92558,965,470,127306
CANBERRA,SYDNEY,Feb-10,83491,1475,236,131248
COFFS HARBOUR,SYDNEY,Feb-10,23847,355,443,29505
DARWIN,MELBOURNE,Feb-10,16640,124,3131,23821
DARWIN,PERTH,Feb-10,8549,140,2651,14857
DARWIN,SYDNEY,Feb-10,0,0,3155,0
DEVONPORT,MELBOURNE,Feb-10,0,0,412,0
DUBBO,SYDNEY,Feb-10,13276,421,310,16942
GOLD COAST,SYDNEY,Feb-10,199029,1249,680,223822
HAMILTON ISLAND,SYDNEY,Feb-10,13166,110,1526,18399
HERVEY BAY,SYDNEY,Feb-10,0,0,973,0
HOBART,MELBOURNE,Feb-10,101750,679,618,114972
HOBART,SYDNEY,Feb-10,42111,281,1039,47815
KALGOORLIE,PERTH,Feb-10,15850,204,538,24635
KARRATHA,PERTH,Feb-10,43083,465,1250,65699
LAUNCESTON,MELBOURNE,Feb-10,70454,655,476,83634
LAUNCESTON,SYDNEY,Feb-10,17932,122,914,19686
MELBOURNE,BURNIE,Feb-10,0,0,378,0
MELBOURNE,GOLD COAST,Feb-10,126808,860,1330,156008
MELBOURNE,MILDURA,Feb-10,14341,359,457,20531
MELBOURNE,NEWCASTLE,Feb-10,24968,168,836,28707
MELBOURNE,PERTH,Feb-10,125243,774,2706,145967
MELBOURNE,SYDNEY,Feb-10,636681,4048,706,735465
NEWCASTLE,GOLD COAST,Feb-10,11518,79,539,13758
PERTH,NEWMAN,Feb-10,13770,223,1019,24873
PERTH,PORT HEDLAND,Feb-10,23712,310,1312,37466
PERTH,SYDNEY,Feb-10,121063,692,3284,145291
PORT MACQUARIE,SYDNEY,Feb-10,15421,295,321,21076
SUNSHINE COAST,MELBOURNE,Feb-10,26004,180,1454,30150
SUNSHINE COAST,SYDNEY,Feb-10,31940,216,837,36960
SYDNEY,TOWNSVILLE,Feb-10,12220,108,1690,15381
SYDNEY,WAGGA WAGGA,Feb-10,12934,445,367,19149
ADELAIDE,ALICE SPRINGS,Mar-10,11734,94,1316,15095
ADELAIDE,BRISBANE,Mar-10,57435,453,1622,67683
ADELAIDE,CANBERRA,Mar-10,18552,164,972,21680
ADELAIDE,GOLD COAST,Mar-10,24451,183,1607,29612
ADELAIDE,MELBOURNE,Mar-10,192413,1578,643,223769
ADELAIDE,PERTH,Mar-10,53831,483,2120,62361
ADELAIDE,PORT LINCOLN,Mar-10,18816,718,246,32030
ADELAIDE,SYDNEY,Mar-10,157007,1155,1167,186975
ALBURY,SYDNEY,Mar-10,21119,571,452,29908
ALICE SPRINGS,MELBOURNE,Mar-10,12089,93,1860,14926
ALICE SPRINGS,SYDNEY,Mar-10,0,0,2022,0
BALLINA,SYDNEY,Mar-10,22598,306,612,30240
BRISBANE,CAIRNS,Mar-10,83229,690,1391,107299
BRISBANE,CANBERRA,Mar-10,54864,561,956,69795
BRISBANE,DARWIN,Mar-10,27517,193,2852,37339
BRISBANE,HAMILTON ISLAND,Mar-10,12740,116,888,19554
BRISBANE,HOBART,Mar-10,0,0,1791,0
BRISBANE,MACKAY,Mar-10,56370,583,797,71173
BRISBANE,MELBOURNE,Mar-10,229448,1726,1381,272829
BRISBANE,NEWCASTLE,Mar-10,48724,462,614,60282
BRISBANE,PERTH,Mar-10,63312,372,3615,72777
BRISBANE,PROSERPINE,Mar-10,15774,118,895,20556
BRISBANE,ROCKHAMPTON,Mar-10,51233,790,518,68391
BRISBANE,SYDNEY,Mar-10,357808,2552,753,434315
BRISBANE,TOWNSVILLE,Mar-10,74207,667,1112,97935
BROOME,PERTH,Mar-10,22762,288,1677,33203
CAIRNS,MELBOURNE,Mar-10,29442,188,2311,37988
CAIRNS,SYDNEY,Mar-10,58432,432,1971,76383
CAIRNS,TOWNSVILLE,Mar-10,14249,489,284,26530
CANBERRA,MELBOURNE,Mar-10,114976,1064,470,142919
CANBERRA,SYDNEY,Mar-10,105180,1652,236,149731
COFFS HARBOUR,SYDNEY,Mar-10,26790,422,443,35537
DARWIN,MELBOURNE,Mar-10,19664,136,3131,26188
DARWIN,PERTH,Mar-10,11198,150,2651,18162
DARWIN,SYDNEY,Mar-10,0,0,3155,0
DEVONPORT,MELBOURNE,Mar-10,0,0,412,0
DUBBO,SYDNEY,Mar-10,15870,586,310,23164
GOLD COAST,SYDNEY,Mar-10,208026,1407,680,253458
HAMILTON ISLAND,SYDNEY,Mar-10,13772,118,1526,19788
HERVEY BAY,SYDNEY,Mar-10,0,0,973,0
HOBART,MELBOURNE,Mar-10,109582,814,618,138335
HOBART,SYDNEY,Mar-10,42876,316,1039,51670
KALGOORLIE,PERTH,Mar-10,19635,227,538,28160
KARRATHA,PERTH,Mar-10,51716,558,1250,79266
LAUNCESTON,MELBOURNE,Mar-10,72322,723,476,91020
LAUNCESTON,SYDNEY,Mar-10,19183,134,914,21540
MELBOURNE,BURNIE,Mar-10,0,0,378,0
MELBOURNE,GOLD COAST,Mar-10,144141,1001,1330,186752
MELBOURNE,MILDURA,Mar-10,17518,413,457,23211
MELBOURNE,NEWCASTLE,Mar-10,31667,232,836,40584
MELBOURNE,PERTH,Mar-10,148355,906,2706,171365
MELBOURNE,SYDNEY,Mar-10,692064,4532,706,823228
NEWCASTLE,GOLD COAST,Mar-10,12136,86,539,15210
PERTH,NEWMAN,Mar-10,17018,278,1019,30877
PERTH,PORT HEDLAND,Mar-10,28106,339,1312,41415
PERTH,SYDNEY,Mar-10,139576,773,3284,164608
PORT MACQUARIE,SYDNEY,Mar-10,18918,388,321,25453
SUNSHINE COAST,MELBOURNE,Mar-10,29846,209,1454,35439
SUNSHINE COAST,SYDNEY,Mar-10,32545,237,837,40148
SYDNEY,TOWNSVILLE,Mar-10,12847,115,1690,16488
SYDNEY,WAGGA WAGGA,Mar-10,15976,535,367,25483
ADELAIDE,ALICE SPRINGS,Apr-10,11744,92,1316,14704
ADELAIDE,BRISBANE,Apr-10,63600,507,1622,77627
ADELAIDE,CANBERRA,Apr-10,17316,160,972,21430
ADELAIDE,GOLD COAST,Apr-10,23096,180,1607,28776
ADELAIDE,MELBOURNE,Apr-10,194765,1630,643,232350
ADELAIDE,PERTH,Apr-10,50449,462,2120,59550
ADELAIDE,PORT LINCOLN,Apr-10,16729,667,246,30011
ADELAIDE,SYDNEY,Apr-10,156388,1154,1167,181333
ALBURY,SYDNEY,Apr-10,20605,534,452,30645
ALICE SPRINGS,MELBOURNE,Apr-10,12024,92,1860,14745
ALICE SPRINGS,SYDNEY,Apr-10,0,0,2022,0
BALLINA,SYDNEY,Apr-10,20967,301,612,28710
BRISBANE,CAIRNS,Apr-10,86760,724,1391,117228
BRISBANE,CANBERRA,Apr-10,51162,545,956,68011
BRISBANE,DARWIN,Apr-10,30695,219,2852,41775
BRISBANE,HAMILTON ISLAND,Apr-10,14263,120,888,19620
BRISBANE,HOBART,Apr-10,0,0,1791,0
BRISBANE,MACKAY,Apr-10,62642,664,797,81744
BRISBANE,MELBOURNE,Apr-10,239310,1856,1381,300427
BRISBANE,NEWCASTLE,Apr-10,47900,490,614,61157
BRISBANE,PERTH,Apr-10,62889,359,3615,73918
BRISBANE,PROSERPINE,Apr-10,17205,120,895,20268
BRISBANE,ROCKHAMPTON,Apr-10,56438,852,518,78068
BRISBANE,SYDNEY,Apr-10,360648,2593,753,450258
BRISBANE,TOWNSVILLE,Apr-10,75817,663,1112,99446
BROOME,PERTH,Apr-10,27481,326,1677,39824
CAIRNS,MELBOURNE,Apr-10,33398,248,2311,42514
CAIRNS,SYDNEY,Apr-10,67610,520,1971,91373
CAIRNS,TOWNSVILLE,Apr-10,14137,435,284,23649
CANBERRA,MELBOURNE,Apr-10,96761,979,470,132049
CANBERRA,SYDNEY,Apr-10,89012,1576,236,140959
COFFS HARBOUR,SYDNEY,Apr-10,24528,403,443,33738
DARWIN,MELBOURNE,Apr-10,19820,139,3131,26851
DARWIN,PERTH,Apr-10,12264,142,2651,17611
DARWIN,SYDNEY,Apr-10,0,0,3155,0
DEVONPORT,MELBOURNE,Apr-10,0,0,412,0
DUBBO,SYDNEY,Apr-10,14961,524,310,21029
GOLD COAST,SYDNEY,Apr-10,205025,1401,680,248261
HAMILTON ISLAND,SYDNEY,Apr-10,14963,119,1526,20079
HERVEY BAY,SYDNEY,Apr-10,0,0,973,0
HOBART,MELBOURNE,Apr-10,104237,755,618,128098
HOBART,SYDNEY,Apr-10,41092,358,1039,49654
KALGOORLIE,PERTH,Apr-10,17637,191,538,24302
KARRATHA,PERTH,Apr-10,48116,581,1250,81794
LAUNCESTON,MELBOURNE,Apr-10,73669,726,476,93906
LAUNCESTON,SYDNEY,Apr-10,17048,130,914,20185
MELBOURNE,BURNIE,Apr-10,0,0,378,0
MELBOURNE,GOLD COAST,Apr-10,140478,929,1330,171369
MELBOURNE,MILDURA,Apr-10,16832,391,457,22400
MELBOURNE,NEWCASTLE,Apr-10,31907,240,836,41565
MELBOURNE,PERTH,Apr-10,142974,866,2706,169688
MELBOURNE,SYDNEY,Apr-10,648450,4394,706,800626
NEWCASTLE,GOLD COAST,Apr-10,12103,86,539,15156
PERTH,NEWMAN,Apr-10,16014,245,1019,27235
PERTH,PORT HEDLAND,Apr-10,26844,318,1312,39275
PERTH,SYDNEY,Apr-10,136300,762,3284,162012
PORT MACQUARIE,SYDNEY,Apr-10,17153,377,321,25284
SUNSHINE COAST,MELBOURNE,Apr-10,31961,246,1454,42612
SUNSHINE COAST,SYDNEY,Apr-10,39701,328,837,53437
SYDNEY,TOWNSVILLE,Apr-10,13845,114,1690,16818
SYDNEY,WAGGA WAGGA,Apr-10,15864,464,367,23241
ADELAIDE,ALICE SPRINGS,May-10,0,0,1316,0
ADELAIDE,BRISBANE,May-10,57905,508,1622,76775
ADELAIDE,CANBERRA,May-10,15377,161,972,21443
ADELAIDE,GOLD COAST,May-10,20292,182,1607,30190
ADELAIDE,MELBOURNE,May-10,188154,1678,643,242471
ADELAIDE,PERTH,May-10,47335,474,2120,60175
ADELAIDE,PORT LINCOLN,May-10,15501,719,246,32418
ADELAIDE,SYDNEY,May-10,135919,1131,1167,172896
ALBURY,SYDNEY,May-10,20058,574,452,30096
ALICE SPRINGS,MELBOURNE,May-10,11847,94,1860,15096
ALICE SPRINGS,SYDNEY,May-10,0,0,2022,0
BALLINA,SYDNEY,May-10,18628,278,612,26368
BRISBANE,CAIRNS,May-10,89858,747,1391,121969
BRISBANE,CANBERRA,May-10,45994,561,956,69534
BRISBANE,DARWIN,May-10,31486,195,2852,37530
BRISBANE,HAMILTON ISLAND,May-10,11698,108,888,17646
BRISBANE,HOBART,May-10,0,0,1791,0
BRISBANE,MACKAY,May-10,61163,698,797,87554
BRISBANE,MELBOURNE,May-10,226159,1904,1381,306007
BRISBANE,NEWCASTLE,May-10,45465,474,614,58140
BRISBANE,PERTH,May-10,59830,371,3615,75102
BRISBANE,PROSERPINE,May-10,16519,125,895,21303
BRISBANE,ROCKHAMPTON,May-10,54280,841,518,74315
BRISBANE,SYDNEY,May-10,337139,2597,753,444831
BRISBANE,TOWNSVILLE,May-10,75759,679,1112,101646
BROOME,PERTH,May-10,28570,331,1677,40069
CAIRNS,MELBOURNE,May-10,30200,219,2311,37187
CAIRNS,SYDNEY,May-10,62572,519,1971,89614
CAIRNS,TOWNSVILLE,May-10,14405,454,284,25093
CANBERRA,MELBOURNE,May-10,93878,1014,470,135318
CANBERRA,SYDNEY,May-10,94775,1602,236,145102
COFFS HARBOUR,SYDNEY,May-10,25056,414,443,35436
DARWIN,MELBOURNE,May-10,21516,147,3131,28452
DARWIN,PERTH,May-10,13003,146,2651,18111
DARWIN,SYDNEY,May-10,0,0,3155,0
DEVONPORT,MELBOURNE,May-10,0,0,412,0
DUBBO,SYDNEY,May-10,15650,560,310,22381
GOLD COAST,SYDNEY,May-10,194927,1409,680,247299
HAMILTON ISLAND,SYDNEY,May-10,13085,124,1526,20400
HERVEY BAY,SYDNEY,May-10,0,0,973,0
HOBART,MELBOURNE,May-10,98004,738,618,124371
HOBART,SYDNEY,May-10,36468,349,1039,46222
KALGOORLIE,PERTH,May-10,19225,201,538,26060
